taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,needs.statement,fix.add.to,fix.do.not.break
6098,tuasan1,avibase-40EB31D0,Tuamotu Sandpiper,Prosobonia_parvirostris,Prosobonia,Scolopacidae (Sandpipers and Allies),,,,,,
6099,rudtur,avibase-DC3050A9,Ruddy Turnstone,Arenaria_interpres,Arenaria,Scolopacidae (Sandpipers and Allies),,,,,,
6102,blktur,avibase-0413ED30,Black Turnstone,Arenaria_melanocephala,Arenaria,Scolopacidae (Sandpipers and Allies),,,,,,
6103,grekno,avibase-09C51FA9,Great Knot,Calidris_tenuirostris,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6104,redkno,avibase-B5CE8FAD,Red Knot,Calidris_canutus,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6112,surfbi,avibase-11CF8C9A,Surfbird,Calidris_virgata,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6115,ruff,avibase-2DABF98F,Ruff,Calidris_pugnax,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6116,brbsan,avibase-0A14882F,Broad-billed Sandpiper,Calidris_falcinellus,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6119,shtsan,avibase-A0A67A81,Sharp-tailed Sandpiper,Calidris_acuminata,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6120,cursan,avibase-143A681C,Curlew Sandpiper,Calidris_ferruginea,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6121,stisan,avibase-ECDE73F2,Stilt Sandpiper,Calidris_himantopus,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6122,temsti,avibase-5ACF7FB3,Temminck's Stint,Calidris_temminckii,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6123,lotsti,avibase-7D629288,Long-toed Stint,Calidris_subminuta,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6124,rensti,avibase-BBDF2F1B,Red-necked Stint,Calidris_ruficollis,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6125,spbsan1,avibase-3FC8CA50,Spoon-billed Sandpiper,Calidris_pygmaea,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6126,bubsan,avibase-3A3C62BC,Buff-breasted Sandpiper,Calidris_subruficollis,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6127,sander,avibase-06B9BD24,Sanderling,Calidris_alba,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6130,dunlin,avibase-15369E8E,Dunlin,Calidris_alpina,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6145,pursan,avibase-0A0B8431,Purple Sandpiper,Calidris_maritima,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6147,rocsan,avibase-C5971E25,Rock Sandpiper,Calidris_ptilocnemis,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6154,baisan,avibase-1F1AD154,Baird's Sandpiper,Calidris_bairdii,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6156,litsti,avibase-9936FF4A,Little Stint,Calidris_minuta,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6158,whrsan,avibase-153BA306,White-rumped Sandpiper,Calidris_fuscicollis,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6162,leasan,avibase-A47B0BD4,Least Sandpiper,Calidris_minutilla,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6163,pecsan,avibase-ACC99F35,Pectoral Sandpiper,Calidris_melanotos,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6167,wessan,avibase-01060BFD,Western Sandpiper,Calidris_mauri,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6168,semsan,avibase-F35821AA,Semipalmated Sandpiper,Calidris_pusilla,Calidris,Scolopacidae (Sandpipers and Allies),,,,,,
6176,yelbut1,avibase-950909C3,Yellow-legged Buttonquail,Turnix_tanki,Turnix,Turnicidae (Buttonquail),,,,,,
6179,rebbut2,avibase-32878BDD,Red-backed Buttonquail,Turnix_maculosus,Turnix,Turnicidae (Buttonquail),"Turnix_sylvaticus, Turnix_maculosus",,"Closely related to T. sylvaticus, with which formerly considered conspecific, but differs in colouring of plumage, bill and legs. Alternatively, may be closely related to T. tanki, although this seems less likely.",,,
6194,barbut1,avibase-FDA8873B,Barred Buttonquail,Turnix_suscitator,Turnix,Turnicidae (Buttonquail),,,,,,
6212,spobut2,avibase-81E773CB,Spotted Buttonquail,Turnix_ocellatus,Turnix,Turnicidae (Buttonquail),,,,,,
6215,smabut2,avibase-0DA8BB90,Small Buttonquail,Turnix_sylvaticus,Turnix,Turnicidae (Buttonquail),,,,,,
6225,litbut1,avibase-640EA208,Little Buttonquail,Turnix_velox,Turnix,Turnicidae (Buttonquail),,,,,,
6226,recbut1,avibase-E58A7C97,Red-chested Buttonquail,Turnix_pyrrhothorax,Turnix,Turnicidae (Buttonquail),,,,,,
6227,luzbut1,avibase-8517D68D,Luzon Buttonquail,Turnix_worcesteri,Turnix,Turnicidae (Buttonquail),"Turnix_worcesteri, Turnix_everetti, Turnix_pyrrhothorax",,"Sometimes considered conspecific with T. worcesteri; both taxa recently suggested to be merely races of T. pyrrhothorax, but this idea has received very little support; distinguished from latter by plumage and size. ",,,
6228,sumbut1,avibase-C801E3DF,Sumba Buttonquail,Turnix_everetti,Turnix,Turnicidae (Buttonquail),"Turnix_worcesteri, Turnix_everetti, Turnix_pyrrhothorax",,"Sometimes considered conspecific with T. worcesteri; both taxa recently suggested to be merely races of T. pyrrhothorax, but this idea has received very little support; distinguished from latter by plumage and size. ",,,
6229,hotbut3,avibase-0874B4D5,Black-rumped Buttonquail,Turnix_nanus,Turnix,Turnicidae (Buttonquail),"Turnix_nanus, Turnix_hottentottus",,"Often considered conspecific with T. hottentottus, but treated as separate species in a recent systematic list ",,,
6230,hotbut1,avibase-FE5E2530,Fynbos Buttonquail,Turnix_hottentottus,Turnix,Turnicidae (Buttonquail),,,,,,
6231,chbbut2,avibase-46184F93,Chestnut-backed Buttonquail,Turnix_castanotus,Turnix,Turnicidae (Buttonquail),"Turnix; Turnix_melanogaster, Turnix_castanotus, Turnix_olivii, Turnix_varius, Turnix_novaecaledoniae",,"Closely related to T. varius and T. olivii; sometimes considered conspecific with former, but differs in bill size and details of plumage. ",,,
6232,bubbut1,avibase-0D9258BF,Buff-breasted Buttonquail,Turnix_olivii,Turnix,Turnicidae (Buttonquail),"Turnix; Turnix_melanogaster, Turnix_castanotus, Turnix_olivii, Turnix_varius, Turnix_novaecaledoniae",,"Closely related to T. varius and T. olivii; sometimes considered conspecific with former, but differs in bill size and details of plumage. ",,,
6233,paibut,avibase-53E15B4C,Painted Buttonquail,Turnix_varius,Turnix,Turnicidae (Buttonquail),,,,,,
6236,paibut1,avibase-ABB5B3B0,New Caledonian Buttonquail,Turnix_novaecaledoniae,Turnix,Turnicidae (Buttonquail),"Turnix; Turnix_melanogaster, Turnix_castanotus, Turnix_olivii, Turnix_varius, Turnix_novaecaledoniae",,"It is presumed that Painted Buttonquail and New Caledonian Buttonquail (Turnix novaecaledoniae) are closely related on the basis of morphological similarity, but this has not been formally assessed. It is also considered closely related to Buff-breasted Buttonquail (Turnix olivii) and Chestnut-backed Buttonquail (Turnix castanotus)",,,
6237,blbbut2,avibase-DE127941,Black-breasted Buttonquail,Turnix_melanogaster,Turnix,Turnicidae (Buttonquail),"Turnix; Turnix_melanogaster, Turnix_castanotus, Turnix_olivii, Turnix_varius, Turnix_novaecaledoniae",,"Variously considered to be similar to, and possibly related to, either T. nigricollis and T. ocellatus, or T. suscitator; but affinities more likely to be with T. varius group, and males of melanogaster and varius resemble each other. ",,,
6238,madbut1,avibase-598966B2,Madagascar Buttonquail,Turnix_nigricollis,Turnix,Turnicidae (Buttonquail),Turnix,,,,,
6240,quailp1,avibase-B605A049,Quail-plover,Ortyxelos_meiffrenii,Ortyxelos,Turnicidae (Buttonquail),Turnix,Turnix,In Turnicidae along with Turnix when that family is recognized,,,
6242,craplo1,avibase-C3E33FEB,Crab-Plover,Dromas_ardeola,Dromas,Dromadidae (Crab-Plover),,,,,,
6244,dobcou2,avibase-C130193B,Double-banded Courser,Smutsornis_africanus,Smutsornis,Glareolidae (Pratincoles and Coursers),,,,,,
6253,brwcou1,avibase-F5145338,Bronze-winged Courser,Rhinoptilus_chalcopterus,Rhinoptilus,Glareolidae (Pratincoles and Coursers),,,,,,
6254,jercou1,avibase-A632F945,Jerdon's Courser,Rhinoptilus_bitorquatus,Rhinoptilus,Glareolidae (Pratincoles and Coursers),"Rhinoptilus_chalcopterus, Rhinoptilus_bitorquatus",,"Probably most closely related to R. chalcopterus of Africa, the two occurring in similar lightly wooded habitats.",,,
6255,thbcou1,avibase-29D50ED5,Three-banded Courser,Rhinoptilus_cinctus,Rhinoptilus,Glareolidae (Pratincoles and Coursers),,,,,,
6261,temcou1,avibase-7A841F83,Temminck's Courser,Cursorius_temminckii,Cursorius,Glareolidae (Pratincoles and Coursers),,,,,,
6265,indcou1,avibase-236D9272,Indian Courser,Cursorius_coromandelicus,Cursorius,Glareolidae (Pratincoles and Coursers),,,,,,
6266,crccou1,avibase-DE0A72A7,Cream-colored Courser,Cursorius_cursor,Cursorius,Glareolidae (Pratincoles and Coursers),,,,,,
6270,somcou1,avibase-6091E70B,Somali Courser,Cursorius_somalensis,Cursorius,Glareolidae (Pratincoles and Coursers),"Cursorius_cursor, Cursorius_somalensis, Cursorius_rufus, Cursorius_temminckii, Cursorius_coromandelicus",,"Closely related to C. rufus, C. temminckii and C. coromandelicus, and until recently considered conspecific with C. cursor. ",,,
6273,burcou2,avibase-5FBB9662,Burchell's Courser,Cursorius_rufus,Cursorius,Glareolidae (Pratincoles and Coursers),,,,,,
6275,rocpra1,avibase-95820ED1,Rock Pratincole,Glareola_nuchalis,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6278,auspra1,avibase-5B08743F,Australian Pratincole,Glareola_isabella,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6279,grypra1,avibase-B21AF428,Gray Pratincole,Glareola_cinerea,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6280,smapra1,avibase-D9A310F1,Small Pratincole,Glareola_lactea,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6281,madpra1,avibase-AC0F25BB,Madagascar Pratincole,Glareola_ocularis,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6282,colpra,avibase-D56ABB4E,Collared Pratincole,Glareola_pratincola,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6286,blwpra1,avibase-E1F6A875,Black-winged Pratincole,Glareola_nordmanni,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6288,oripra,avibase-3222F80F,Oriental Pratincole,Glareola_maldivarum,Glareola,Glareolidae (Pratincoles and Coursers),,,,,,
6293,lotjae,avibase-1D446440,Long-tailed Jaeger,Stercorarius_longicaudus,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6296,parjae,avibase-39086887,Parasitic Jaeger,Stercorarius_parasiticus,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6298,pomjae,avibase-7CB8F5B7,Pomarine Jaeger,Stercorarius_pomarinus,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6301,gresku1,avibase-BB041C6E,Great Skua,Stercorarius_skua,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6302,chisku1,avibase-22214CD3,Chilean Skua,Stercorarius_chilensis,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6303,brnsku3,avibase-4D5D2BC3,Brown Skua,Stercorarius_antarcticus,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6307,sopsku1,avibase-7D1A9D5C,South Polar Skua,Stercorarius_maccormicki,Stercorarius,Stercorariidae (Skuas and Jaegers),,,,,,
6312,rhiauk,avibase-53D94597,Rhinoceros Auklet,Cerorhinca_monocerata,Cerorhinca,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6313,tufpuf,avibase-F7937349,Tufted Puffin,Fratercula_cirrhata,Fratercula,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6314,atlpuf,avibase-2771624B,Atlantic Puffin,Fratercula_arctica,Fratercula,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6318,horpuf,avibase-24111FA5,Horned Puffin,Fratercula_corniculata,Fratercula,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6320,casauk,avibase-2CF6D6F6,Cassin's Auklet,Ptychoramphus_aleuticus,Ptychoramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6323,leaauk,avibase-044509DA,Least Auklet,Aethia_pusilla,Aethia,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6324,whiauk,avibase-E3893615,Whiskered Auklet,Aethia_pygmaea,Aethia,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6325,creauk,avibase-3DC4EBB8,Crested Auklet,Aethia_cristatella,Aethia,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6326,parauk,avibase-2B46719D,Parakeet Auklet,Aethia_psittacula,Aethia,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6328,lobmur,avibase-0518820F,Long-billed Murrelet,Brachyramphus_perdix,Brachyramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6329,kitmur,avibase-7AD855E2,Kittlitz's Murrelet,Brachyramphus_brevirostris,Brachyramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6330,marmur,avibase-31557374,Marbled Murrelet,Brachyramphus_marmoratus,Brachyramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6331,blkgui,avibase-B5AA5952,Black Guillemot,Cepphus_grylle,Cepphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6338,spegui1,avibase-90680520,Spectacled Guillemot,Cepphus_carbo,Cepphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6339,piggui,avibase-2F5DF476,Pigeon Guillemot,Cepphus_columba,Cepphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6347,razorb,avibase-64F4DD81,Razorbill,Alca_torda,Alca,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6350,greauk,avibase-57D2F32E,Great Auk,Pinguinus_impennis,Pinguinus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6351,doveki,avibase-B0932D89,Dovekie,Alle_alle,Alle,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6354,thbmur,avibase-B70B5840,Thick-billed Murre,Uria_lomvia,Uria,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6359,commur,avibase-39F29B55,Common Murre,Uria_aalge,Uria,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6368,ancmur,avibase-ACA4FEFE,Ancient Murrelet,Synthliboramphus_antiquus,Synthliboramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6371,japmur1,avibase-A332A7CE,Japanese Murrelet,Synthliboramphus_wumizusume,Synthliboramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6372,xanmur2,avibase-85FE327B,Scripps's Murrelet,Synthliboramphus_scrippsi,Synthliboramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6373,xanmur1,avibase-2A8D086D,Guadalupe Murrelet,Synthliboramphus_hypoleucus,Synthliboramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6375,cramur,avibase-E04DDBBB,Craveri's Murrelet,Synthliboramphus_craveri,Synthliboramphus,"Alcidae (Auks, Murres, and Puffins)",,,,,,
6381,swtgul1,avibase-07357A25,Swallow-tailed Gull,Creagrus_furcatus,Creagrus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6382,litgul,avibase-F89FD6E3,Little Gull,Hydrocoloeus_minutus,Hydrocoloeus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6383,rosgul,avibase-4CD353D2,Ross's Gull,Rhodostethia_rosea,Rhodostethia,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6384,bklkit,avibase-FB4D08F0,Black-legged Kittiwake,Rissa_tridactyla,Rissa,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6387,relkit,avibase-58B576ED,Red-legged Kittiwake,Rissa_brevirostris,Rissa,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6389,ivogul,avibase-FED91A1F,Ivory Gull,Pagophila_eburnea,Pagophila,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6390,sabgul,avibase-86182656,Sabine's Gull,Xema_sabini,Xema,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6395,saugul2,avibase-88BBD516,Saunders's Gull,Saundersilarus_saundersi,Saundersilarus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6396,slbgul1,avibase-27CE7132,Slender-billed Gull,Chroicocephalus_genei,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6397,bongul,avibase-0337440E,Bonaparte's Gull,Chroicocephalus_philadelphia,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6398,silgul2,avibase-AD086862,Silver Gull,Chroicocephalus_novaehollandiae,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6403,blbgul1,avibase-1E12A4D6,Black-billed Gull,Chroicocephalus_bulleri,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6405,andgul1,avibase-A971CBD4,Andean Gull,Chroicocephalus_serranus,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6406,brhgul2,avibase-F8F183DD,Brown-hooded Gull,Chroicocephalus_maculipennis,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6409,bkhgul,avibase-FB02DD96,Black-headed Gull,Chroicocephalus_ridibundus,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6412,bnhgul1,avibase-C2868E7A,Brown-headed Gull,Chroicocephalus_brunnicephalus,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6415,grhgul,avibase-6EB497FA,Gray-hooded Gull,Chroicocephalus_cirrocephalus,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6419,hargul1,avibase-5941F453,Hartlaub's Gull,Chroicocephalus_hartlaubii,Chroicocephalus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6422,grygul,avibase-804CCA3A,Gray Gull,Leucophaeus_modestus,Leucophaeus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6423,dolgul2,avibase-683C03D9,Dolphin Gull,Leucophaeus_scoresbii,Leucophaeus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6424,laugul,avibase-6CDC3C9C,Laughing Gull,Leucophaeus_atricilla,Leucophaeus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6428,fragul,avibase-57C93A74,Franklin's Gull,Leucophaeus_pipixcan,Leucophaeus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6431,lavgul1,avibase-D97BE642,Lava Gull,Leucophaeus_fuliginosus,Leucophaeus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6432,gbhgul2,avibase-EF930CDC,Pallas's Gull,Ichthyaetus_ichthyaetus,Ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6433,relgul2,avibase-166CE0D7,Relict Gull,Ichthyaetus_relictus,Ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6434,audgul1,avibase-F7B9355E,Audouin's Gull,Ichthyaetus_audouinii,Ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6435,medgul1,avibase-052BFA8A,Mediterranean Gull,Ichthyaetus_melanocephalus,Ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6438,soogul2,avibase-67D43542,Sooty Gull,Ichthyaetus_hemprichii,Ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6439,whegul2,avibase-A7F240E3,White-eyed Gull,Ichthyaetus_leucophthalmus,Ichthyaetus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6440,pacgul1,avibase-C08157E7,Pacific Gull,Larus_pacificus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6443,belgul,avibase-2864A5B0,Belcher's Gull,Larus_belcheri,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6444,bktgul,avibase-8C4CE60F,Black-tailed Gull,Larus_crassirostris,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6445,olrgul1,avibase-E2967A3F,Olrog's Gull,Larus_atlanticus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6446,heegul,avibase-6996D540,Heermann's Gull,Larus_heermanni,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6447,mewgul,avibase-00DA9D91,Common Gull,Larus_canus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6453,mewgul2,avibase-342F6965,Short-billed Gull,Larus_brachyrhynchus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6455,ribgul,avibase-23863F65,Ring-billed Gull,Larus_delawarensis,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6460,yefgul,avibase-87E74BBF,Yellow-footed Gull,Larus_livens,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6461,wesgul,avibase-575A3E3B,Western Gull,Larus_occidentalis,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6465,casgul2,avibase-93CA037F,Caspian Gull,Larus_cachinnans,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6466,kelgul,avibase-E6536E4E,Kelp Gull,Larus_dominicanus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6472,amhgul1,avibase-60F32AF8,American Herring Gull,Larus_smithsonianus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6474,veggul1,avibase-FD1EF7BB,Vega Gull,Larus_vegae,Larus,"Laridae (Gulls, Terns, and Skimmers)","Larus_smithsonianus, Larus_vegae, Larus_mongolicus, Larus_argentatus",,"The Vega Gull has long been considered conspecific together with the American Herring Gull (Larus smithsonianus), European Herring Gull (Larus argentatus), and Mongolian Gull (Larus mongolicus) under an expanded concept of Larus argentatus (or ""Herring Gull"" e.g., 38),",Yes,,
6476,casgul4,avibase-E1325FAB,Mongolian Gull,Larus_mongolicus,Larus,"Laridae (Gulls, Terns, and Skimmers)","Larus_smithsonianus, Larus_vegae, Larus_mongolicus, Larus_argentatus",,"The Vega Gull has long been considered conspecific together with the American Herring Gull (Larus smithsonianus), European Herring Gull (Larus argentatus), and Mongolian Gull (Larus mongolicus) under an expanded concept of Larus argentatus (or ""Herring Gull"" e.g., 38),",Yes,,
6478,euhgul1,avibase-F002188E,European Herring Gull,Larus_argentatus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6485,yelgul1,avibase-E074D706,Yellow-legged Gull,Larus_michahellis,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6492,armgul1,avibase-F6951FF7,Armenian Gull,Larus_armenicus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6494,gbbgul,avibase-E826E9F3,Great Black-backed Gull,Larus_marinus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6498,glagul,avibase-A59FA446,Glaucous Gull,Larus_hyperboreus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6508,lbbgul,avibase-2D52E3A5,Lesser Black-backed Gull,Larus_fuscus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6522,calgul,avibase-7FCE8A43,California Gull,Larus_californicus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6526,glwgul,avibase-03AC32BA,Glaucous-winged Gull,Larus_glaucescens,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6532,slbgul,avibase-456C7FAE,Slaty-backed Gull,Larus_schistisagus,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6536,y00478,avibase-FB4FCB27,Iceland Gull,Larus_glaucoides,Larus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6549,afrski1,avibase-907B1140,African Skimmer,Rynchops_flavirostris,Rynchops,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6550,indski1,avibase-88151F23,Indian Skimmer,Rynchops_albicollis,Rynchops,"Laridae (Gulls, Terns, and Skimmers)",Rynchops,,,,,
6551,blkski,avibase-88AB027C,Black Skimmer,Rynchops_niger,Rynchops,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6555,whiter,avibase-05C7074B,White Tern,Gygis_alba,Gygis,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6561,brnnod,avibase-A070171E,Brown Noddy,Anous_stolidus,Anous,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6566,lesnod1,avibase-03F9EB15,Lesser Noddy,Anous_tenuirostris,Anous,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6569,blknod,avibase-C67DCF31,Black Noddy,Anous_minutus,Anous,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6580,grynod1,avibase-26DE68F8,Gray Noddy,Anous_albivitta,Anous,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6584,bugnod,avibase-D021AB6A,Blue-gray Noddy,Anous_ceruleus,Anous,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6591,aleter1,avibase-BEE4F34A,Aleutian Tern,Onychoprion_aleuticus,Onychoprion,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6592,sooter1,avibase-3E7F825D,Sooty Tern,Onychoprion_fuscatus,Onychoprion,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6600,briter1,avibase-E6518B9D,Bridled Tern,Onychoprion_anaethetus,Onychoprion,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6606,gybter1,avibase-1A965D60,Gray-backed Tern,Onychoprion_lunatus,Onychoprion,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6609,litter1,avibase-17310BF0,Little Tern,Sternula_albifrons,Sternula,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6615,sauter2,avibase-4B21F4D8,Saunders's Tern,Sternula_saundersi,Sternula,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6617,damter2,avibase-9F9A13D8,Damara Tern,Sternula_balaenarum,Sternula,"Laridae (Gulls, Terns, and Skimmers)",Sternula,,Seems like the BOW wording is talking about when these Sternula taxa were in Sterna. Just add at genus level here,,,
6618,faiter2,avibase-67D8B0BA,Australian Fairy Tern,Sternula_nereis,Sternula,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6625,leater1,avibase-BE78E765,Least Tern,Sternula_antillarum,Sternula,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6630,yebter2,avibase-8B4BBC2A,Yellow-billed Tern,Sternula_superciliaris,Sternula,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6631,perter2,avibase-F9A32D38,Peruvian Tern,Sternula_lorata,Sternula,"Laridae (Gulls, Terns, and Skimmers)",Sternula,,"Closely related to S. albifrons, S. saundersi, S. antillarum and S. superciliaris. ",,,
6633,labter1,avibase-C3C30D03,Large-billed Tern,Phaetusa_simplex,Phaetusa,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6636,gubter2,avibase-87168739,Gull-billed Tern,Gelochelidon_nilotica,Gelochelidon,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6642,gubter3,avibase-C5F70BBE,Australian Tern,Gelochelidon_macrotarsa,Gelochelidon,"Laridae (Gulls, Terns, and Skimmers)",Gelochelidon,,,,,
6644,caster1,avibase-BC06BC0D,Caspian Tern,Hydroprogne_caspia,Hydroprogne,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
